Energy particles 
5910.00 69.000
5940.00 58.000
5970.00 91.000
6000.00 69.000
6030.00 50.000
6060.00 53.000
6090.00 54.000
6120.00 71.000
6150.00 65.000
6180.00 68.000
6210.00 75.000
6240.00 56.000
6270.00 64.000
6300.00 53.000
6330.00 80.000
6360.00 60.000
6390.00 65.000
6420.00 64.000
6450.00 57.000
6480.00 71.000
6510.00 64.000
6540.00 74.000
6570.00 78.000
6600.00 68.000
6630.00 73.000
6660.00 57.000
6690.00 90.000
6720.00 74.000
6750.00 70.000
6780.00 90.000
6810.00 80.000
6840.00 76.000
6870.00 81.000
6900.00 76.000
6930.00 76.000
6960.00 74.000
6990.00 68.000
7020.00 88.000
7050.00 63.000
7080.00 69.000
7110.00 84.000
7140.00 88.000
7170.00 91.000
7200.00 85.000
7230.00 86.000
7260.00 94.000
7290.00 85.000
7320.00 90.000
7350.00 115.000
7380.00 90.000
7410.00 80.000
7440.00 81.000
7470.00 90.000
7500.00 90.000
7530.00 71.000
7560.00 87.000
7590.00 101.000
7620.00 86.000
7650.00 86.000
7680.00 106.000
7710.00 103.000
7740.00 87.000
7770.00 81.000
7800.00 96.000
7830.00 77.000
7860.00 95.000
7890.00 106.000
7920.00 110.000
7950.00 95.000
7980.00 117.000
8010.00 143.000
8040.00 105.000
8070.00 105.000
8100.00 128.000
8130.00 99.000
8160.00 136.000
8190.00 111.000
8220.00 97.000
8250.00 108.000
8280.00 111.000
8310.00 118.000
8340.00 117.000
8370.00 113.000
8400.00 120.000
8430.00 130.000
8460.00 121.000
8490.00 112.000
8520.00 134.000
8550.00 131.000
8580.00 121.000
8610.00 140.000
8640.00 123.000
8670.00 135.000
8700.00 143.000
8730.00 147.000
8760.00 132.000
8790.00 111.000
8820.00 129.000
8850.00 151.000
8880.00 137.000
8910.00 151.000
8940.00 141.000
8970.00 133.000
9000.00 146.000
9030.00 138.000
9060.00 126.000
9090.00 159.000
9120.00 127.000
9150.00 142.000
9180.00 160.000
9210.00 136.000
9240.00 158.000
9270.00 160.000
9300.00 151.000
9330.00 169.000
9360.00 173.000
9390.00 128.000
9420.00 181.000
9450.00 160.000
9480.00 167.000
9510.00 159.000
9540.00 146.000
9570.00 188.000
9600.00 147.000
9630.00 172.000
9660.00 183.000
9690.00 178.000
9720.00 170.000
9750.00 167.000
9780.00 169.000
9810.00 180.000
9840.00 161.000
9870.00 160.000
9900.00 185.000
9930.00 174.000
9960.00 225.000
9990.00 203.000
10020.00 184.000
10050.00 208.000
10080.00 197.000
10110.00 242.000
10140.00 211.000
10170.00 213.000
10200.00 189.000
10230.00 199.000
10260.00 215.000
10290.00 237.000
10320.00 211.000
10350.00 203.000
10380.00 218.000
10410.00 216.000
10440.00 247.000
10470.00 207.000
10500.00 226.000
10530.00 225.000
10560.00 212.000
10590.00 229.000
10620.00 233.000
10650.00 238.000
10680.00 260.000
10710.00 251.000
10740.00 227.000
10770.00 268.000
10800.00 244.000
10830.00 228.000
10860.00 243.000
10890.00 274.000
10920.00 261.000
10950.00 224.000
10980.00 290.000
11010.00 251.000
11040.00 284.000
11070.00 254.000
11100.00 270.000
11130.00 243.000
11160.00 281.000
11190.00 304.000
11220.00 287.000
11250.00 288.000
11280.00 290.000
11310.00 299.000
11340.00 307.000
11370.00 279.000
11400.00 325.000
11430.00 292.000
11460.00 316.000
11490.00 321.000
11520.00 314.000
11550.00 324.000
11580.00 325.000
11610.00 309.000
11640.00 340.000
11670.00 325.000
11700.00 310.000
11730.00 355.000
11760.00 387.000
11790.00 349.000
11820.00 337.000
11850.00 358.000
11880.00 365.000
11910.00 381.000
11940.00 364.000
11970.00 355.000
12000.00 374.000
12030.00 360.000
12060.00 399.000
12090.00 378.000
12120.00 390.000
12150.00 371.000
12180.00 400.000
12210.00 392.000
12240.00 377.000
12270.00 396.000
12300.00 404.000
12330.00 404.000
12360.00 430.000
12390.00 395.000
12420.00 397.000
12450.00 445.000
12480.00 395.000
12510.00 399.000
12540.00 458.000
12570.00 410.000
12600.00 456.000
12630.00 444.000
12660.00 512.000
12690.00 471.000
12720.00 472.000
12750.00 461.000
12780.00 474.000
12810.00 435.000
12840.00 485.000
12870.00 495.000
12900.00 492.000
12930.00 496.000
12960.00 514.000
12990.00 531.000
13020.00 515.000
13050.00 525.000
13080.00 490.000
13110.00 564.000
13140.00 517.000
13170.00 523.000
13200.00 530.000
13230.00 554.000
13260.00 552.000
13290.00 581.000
13320.00 572.000
13350.00 579.000
13380.00 602.000
13410.00 544.000
13440.00 571.000
13470.00 548.000
13500.00 581.000
13530.00 635.000
13560.00 613.000
13590.00 556.000
13620.00 634.000
13650.00 624.000
13680.00 641.000
13710.00 614.000
13740.00 596.000
13770.00 637.000
13800.00 662.000
13830.00 659.000
13860.00 671.000
13890.00 632.000
13920.00 716.000
13950.00 653.000
13980.00 688.000
14010.00 649.000
14040.00 701.000
14070.00 691.000
14100.00 687.000
14130.00 735.000
14160.00 729.000
14190.00 704.000
14220.00 739.000
14250.00 719.000
14280.00 776.000
14310.00 778.000
14340.00 804.000
14370.00 741.000
14400.00 748.000
14430.00 819.000
14460.00 826.000
14490.00 762.000
14520.00 789.000
14550.00 789.000
14580.00 793.000
14610.00 860.000
14640.00 858.000
14670.00 843.000
14700.00 849.000
14730.00 857.000
14760.00 842.000
14790.00 897.000
14820.00 898.000
14850.00 836.000
14880.00 851.000
14910.00 907.000
14940.00 937.000
14970.00 918.000
15000.00 979.000
15030.00 941.000
15060.00 955.000
15090.00 982.000
15120.00 947.000
15150.00 963.000
15180.00 1022.000
15210.00 970.000
15240.00 964.000
15270.00 986.000
15300.00 981.000
15330.00 1043.000
15360.00 1009.000
15390.00 1032.000
15420.00 1003.000
15450.00 1091.000
15480.00 1062.000
15510.00 1059.000
15540.00 1070.000
15570.00 1113.000
15600.00 1095.000
15630.00 1070.000
15660.00 1162.000
15690.00 1076.000
15720.00 1133.000
15750.00 1164.000
15780.00 1089.000
15810.00 1182.000
15840.00 1139.000
15870.00 1204.000
15900.00 1183.000
15930.00 1188.000
15960.00 1168.000
15990.00 1197.000
16020.00 1292.000
16050.00 1273.000
16080.00 1268.000
16110.00 1257.000
16140.00 1295.000
16170.00 1330.000
16200.00 1310.000
16230.00 1312.000
16260.00 1305.000
16290.00 1319.000
16320.00 1325.000
16350.00 1386.000
16380.00 1304.000
16410.00 1366.000
16440.00 1391.000
16470.00 1394.000
16500.00 1354.000
16530.00 1361.000
16560.00 1353.000
16590.00 1415.000
16620.00 1514.000
16650.00 1502.000
16680.00 1476.000
16710.00 1426.000
16740.00 1450.000
16770.00 1501.000
16800.00 1522.000
16830.00 1417.000
16860.00 1442.000
16890.00 1525.000
16920.00 1520.000
16950.00 1585.000
16980.00 1540.000
17010.00 1596.000
17040.00 1543.000
17070.00 1580.000
17100.00 1579.000
17130.00 1590.000
17160.00 1641.000
17190.00 1600.000
17220.00 1624.000
17250.00 1586.000
17280.00 1668.000
17310.00 1623.000
17340.00 1645.000
17370.00 1582.000
17400.00 1638.000
17430.00 1823.000
17460.00 1726.000
17490.00 1677.000
17520.00 1701.000
17550.00 1692.000
17580.00 1778.000
17610.00 1669.000
17640.00 1727.000
17670.00 1730.000
17700.00 1755.000
17730.00 1737.000
17760.00 1824.000
17790.00 1769.000
17820.00 1760.000
17850.00 1834.000
17880.00 1787.000
17910.00 1873.000
17940.00 1799.000
17970.00 1815.000
18000.00 1878.000
18030.00 1779.000
18060.00 1824.000
18090.00 1855.000
18120.00 1801.000
18150.00 1877.000
18180.00 1897.000
18210.00 1920.000
18240.00 1995.000
18270.00 1926.000
18300.00 1891.000
18330.00 1855.000
18360.00 1930.000
18390.00 1846.000
18420.00 1976.000
18450.00 1982.000
18480.00 2001.000
18510.00 1951.000
18540.00 1962.000
18570.00 1960.000
18600.00 2013.000
18630.00 1896.000
18660.00 2053.000
18690.00 1893.000
18720.00 2052.000
18750.00 2055.000
18780.00 1911.000
18810.00 2022.000
18840.00 2005.000
18870.00 1927.000
18900.00 1995.000
18930.00 2016.000
18960.00 2043.000
18990.00 1913.000
19020.00 2090.000
19050.00 1990.000
19080.00 1998.000
19110.00 2035.000
19140.00 2031.000
19170.00 2027.000
19200.00 1998.000
19230.00 2019.000
19260.00 1973.000
19290.00 2097.000
19320.00 2008.000
19350.00 2009.000
19380.00 2046.000
19410.00 2000.000
19440.00 1969.000
19470.00 2066.000
19500.00 2032.000
19530.00 1994.000
19560.00 2017.000
19590.00 1987.000
19620.00 2011.000
19650.00 1924.000
19680.00 2058.000
19710.00 1976.000
19740.00 2022.000
19770.00 1979.000
19800.00 1920.000
19830.00 1978.000
19860.00 1941.000
19890.00 1920.000
19920.00 1905.000
19950.00 1948.000
19980.00 1936.000
20010.00 1853.000
20040.00 1929.000
20070.00 1863.000
20100.00 1921.000
20130.00 1923.000
20160.00 1873.000
20190.00 1895.000
20220.00 1874.000
20250.00 1838.000
20280.00 1879.000
20310.00 1810.000
20340.00 1829.000
20370.00 1836.000
20400.00 1822.000
20430.00 1903.000
20460.00 1779.000
20490.00 1707.000
20520.00 1786.000
20550.00 1841.000
20580.00 1723.000
20610.00 1706.000
20640.00 1812.000
20670.00 1729.000
20700.00 1690.000
20730.00 1631.000
20760.00 1689.000
20790.00 1647.000
20820.00 1568.000
20850.00 1723.000
20880.00 1681.000
20910.00 1641.000
20940.00 1593.000
20970.00 1585.000
21000.00 1656.000
21030.00 1605.000
21060.00 1542.000
21090.00 1594.000
21120.00 1583.000
21150.00 1550.000
21180.00 1475.000
21210.00 1521.000
21240.00 1488.000
21270.00 1435.000
21300.00 1416.000
21330.00 1433.000
21360.00 1419.000
21390.00 1402.000
21420.00 1360.000
21450.00 1386.000
21480.00 1421.000
21510.00 1372.000
21540.00 1399.000
21570.00 1361.000
21600.00 1327.000
21630.00 1280.000
21660.00 1334.000
21690.00 1275.000
21720.00 1195.000
21750.00 1186.000
21780.00 1184.000
21810.00 1130.000
21840.00 1154.000
21870.00 1079.000
21900.00 1075.000
21930.00 1086.000
21960.00 941.000
21990.00 924.000
22020.00 889.000
22050.00 726.000
22080.00 715.000
22110.00 607.000
22140.00 568.000
22170.00 505.000
22200.00 418.000
22230.00 391.000
22260.00 293.000
22290.00 199.000
22320.00 172.000
22350.00 100.000
22380.00 46.000
22410.00 21.000
22440.00 9.000
22470.00 3.000
22500.00 5.000
22530.00 5.000
22560.00 7.000
22590.00 10.000
22620.00 8.000
22650.00 7.000
22680.00 8.000
22710.00 2.000
22740.00 3.000
22770.00 5.000
22800.00 11.000
22830.00 4.000
22860.00 4.000
22890.00 5.000
22920.00 4.000
22950.00 9.000
22980.00 7.000
23010.00 2.000
23040.00 6.000
23070.00 5.000
23100.00 3.000
23130.00 2.000
23160.00 4.000
23190.00 4.000
23220.00 3.000
23250.00 8.000
23280.00 4.000
23310.00 5.000
23340.00 5.000
23370.00 6.000
23400.00 3.000
23430.00 7.000
23460.00 3.000
23490.00 5.000
23520.00 4.000
23550.00 3.000
23580.00 7.000
23610.00 5.000
23640.00 7.000
23670.00 7.000
23700.00 8.000
23730.00 2.000
23760.00 4.000
23790.00 4.000
23820.00 1.000
23850.00 4.000
23880.00 5.000
23910.00 2.000
23940.00 2.000
23970.00 2.000
24000.00 0.000
24030.00 2.000
24060.00 0.000
24090.00 0.000
24120.00 0.000
24150.00 0.000
24180.00 0.000
24210.00 0.000
24240.00 0.000
24270.00 0.000
24300.00 0.000
24330.00 0.000
24360.00 0.000
24390.00 0.000
24420.00 0.000
24450.00 0.000
24480.00 0.000
24510.00 0.000
24540.00 0.000
24570.00 0.000
24600.00 0.000
24630.00 0.000
24660.00 0.000
24690.00 0.000
24720.00 0.000
24750.00 0.000
24780.00 0.000
24810.00 0.000
24840.00 0.000
24870.00 0.000
24900.00 0.000
24930.00 0.000
24960.00 0.000
24990.00 0.000
